projection_id,player_id,player_name,team,position,stat_type,line_score,pick_type,is_promo,description,away_team,home_team,game_start,game_id,fetched_at,stat_norm,player_role,opponent,is_home,nhl_player_id,opp_gaa,opp_saa,opp_pk_pct,opp_gf_per_game,opp_sf_per_game,opp_pp_pct,opp_gp,def_rank,def_tier,stat_g1,stat_g2,stat_g3,stat_g4,stat_g5,stat_g6,stat_g7,stat_g8,stat_g9,stat_g10,stat_last5_avg,stat_last10_avg,stat_season_avg,last5_over,last5_under,last5_push,last5_hit_rate,line_hit_rate_over_ou_5,line_hit_rate_under_ou_5,line_hit_rate_over_ou_10,line_hit_rate_under_ou_10,stat_status,hit_rate_over_L5,over_L5,under_L5,sample_L5,hit_rate_over_L10,over_L10,under_L10,sample_L10,hit_rate_over_L20,over_L20,under_L20,sample_L20,hit_rate_over_season,sample_season,composite_hit_rate,recommended_side,edge,position_code,position_group,scoring_tier,pp_tier,pts_per_game,goals_per_game,pp_pts_per_game,toi_per_game_api
10742690,218317,Josh Manson,COL,D,Assists,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,CHI,0,8476312,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.3,3,7,10,0.35,7,13,20,0.3667,30,0.1942,OVER,-0.3058,D,D,DEPTH,NO_PP,0.418,0.075,0.0,17.87
10742691,218317,Josh Manson,COL,D,Points,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,CHI,0,8476312,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.4,4,6,10,0.4,8,12,20,0.4,30,0.24,OVER,-0.26,D,D,DEPTH,NO_PP,0.418,0.075,0.0,17.87
10742692,267618,Landon Slaggert,CHI,F,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8482172,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,OVER,-0.475,L,F,SHUTDOWN,NO_PP,0.15,0.075,0.0,10.6
10742693,267618,Landon Slaggert,CHI,F,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8482172,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.15,3,17,20,0.1667,30,0.1542,OVER,-0.3458,L,F,SHUTDOWN,NO_PP,0.15,0.075,0.0,10.6
10742694,223987,Louis Crevier,CHI,D,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8481806,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,OVER,-0.475,D,D,DEPTH,NO_PP,0.262,0.077,0.0,16.77
10742695,223987,Louis Crevier,CHI,D,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8481806,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.1,2,18,20,0.1,30,0.025,OVER,-0.475,D,D,DEPTH,NO_PP,0.262,0.077,0.0,16.77
10742696,269201,Matt Grzelcyk,CHI,D,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8476891,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.2,30,0.07,OVER,-0.43,D,D,SHUTDOWN,NO_PP,0.179,0.0,0.045,17.15
10742697,269201,Matt Grzelcyk,CHI,D,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8476891,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.2,30,0.07,OVER,-0.43,D,D,SHUTDOWN,NO_PP,0.179,0.0,0.045,17.15
10742698,286546,Nick Lardis,CHI,F,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8484185,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.1,2,18,20,0.0909,22,0.1741,OVER,-0.3259,L,F,DEPTH,PP_OCC,0.296,0.185,0.111,11.97
10742699,286546,Nick Lardis,CHI,F,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8484185,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.3182,22,0.3843,OVER,-0.1157,L,F,DEPTH,PP_OCC,0.296,0.185,0.111,11.97
10742700,219189,Parker Kelly,COL,F,Assists,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,CHI,0,8480448,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1,30,0.0675,OVER,-0.4325,C,F,DEPTH,NO_PP,0.388,0.224,0.0,12.77
10742701,219189,Parker Kelly,COL,F,Points,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,CHI,0,8480448,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.4,8,12,20,0.3333,30,0.2783,OVER,-0.2217,C,F,DEPTH,NO_PP,0.388,0.224,0.0,12.77
10742702,172023,Ryan Donato,CHI,F,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8477987,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.1667,30,0.0742,OVER,-0.4258,C,F,DEPTH,NO_PP,0.397,0.206,0.029,14.8
10742703,172023,Ryan Donato,CHI,F,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8477987,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.3,30,0.2175,OVER,-0.2825,C,F,DEPTH,NO_PP,0.397,0.206,0.029,14.8
10742704,221796,Sam Malinski,COL,D,Assists,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,CHI,0,8484258,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.2108,OVER,-0.2892,D,D,DEPTH,NO_PP,0.433,0.045,0.015,16.98
10742705,221796,Sam Malinski,COL,D,Points,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,CHI,0,8484258,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.2108,OVER,-0.2892,D,D,DEPTH,NO_PP,0.433,0.045,0.015,16.98
10742706,267615,Sam Rinzel,CHI,D,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8483506,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.3,6,14,20,0.2667,30,0.3017,OVER,-0.1983,D,D,DEPTH,NO_PP,0.3,0.075,0.025,17.8
10742707,267615,Sam Rinzel,CHI,D,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8483506,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.4,4,6,10,0.4,8,12,20,0.3333,30,0.4733,OVER,-0.0267,D,D,DEPTH,NO_PP,0.3,0.075,0.025,17.8
10742708,218699,Wyatt Kaiser,CHI,D,Assists,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,COL,1,8482176,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1,30,0.06,OVER,-0.44,D,D,SHUTDOWN,NO_PP,0.206,0.079,0.0,19.25
10742709,218699,Wyatt Kaiser,CHI,D,Points,0.5,demon,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8482176,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.15,3,17,20,0.2333,30,0.0808,OVER,-0.4192,D,D,SHUTDOWN,NO_PP,0.206,0.079,0.0,19.25
10742710,267964,Zakhar Bardakov,COL,F,Assists,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,assists,SKATER,CHI,0,8482947,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.2,4,16,20,0.1333,30,0.0433,OVER,-0.4567,C,F,SHUTDOWN,NO_PP,0.17,0.019,0.0,7.08
10742711,267964,Zakhar Bardakov,COL,F,Points,0.5,demon,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,CHI,0,8482947,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.2,4,16,20,0.1333,30,0.0433,OVER,-0.4567,C,F,SHUTDOWN,NO_PP,0.17,0.019,0.0,7.08
10745762,269749,Artyom Levshunov,CHI,D,Blocked Shots,0.5,goblin,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,blocked_shots,SKATER,COL,1,8484783,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,DEPTH,PP_OCC,0.381,0.032,0.175,19.33
10745771,218286,Cale Makar,COL,D,Blocked Shots,0.5,goblin,False,CHI,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,blocked_shots,SKATER,CHI,0,8480069,3.206,0.0,0.0,2.647,0.0,0.0,68,23,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,D,D,ELITE,PP_REGULAR,1.03,0.299,0.358,24.97
10745781,226252,Ilya Mikheyev,CHI,F,Shots On Goal,0.5,goblin,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,shots_on_goal,SKATER,COL,1,8481624,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.8,4,1,5,0.8,8,2,10,0.9,18,2,20,0.8333,30,0.8183,OVER,0.3183,R,F,DEPTH,NO_PP,0.429,0.206,0.0,17.48
10746817,230314,Frank Nazar,CHI,F,Points,0.5,standard,False,COL,COL,CHI,2026-03-20T20:30:00.000-04:00,137713,2026-03-20T12:33:16Z,points,SKATER,COL,1,8483493,2.567,0.0,0.0,3.731,0.0,0.0,67,1,ELITE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.6,3,2,5,0.5,5,5,10,0.3,6,14,20,0.4,30,0.5,OVER,0.0,C,F,SECONDARY,PP_OCC,0.654,0.212,0.173,18.55
10740545,57845,Aaron Ekblad,FLA,D,Time On Ice,22.75,standard,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,time_on_ice,SKATER,CGY,0,8477932,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.8,4,1,5,0.5,5,5,10,0.5,10,10,20,0.4333,30,0.6133,OVER,0.1133,D,D,DEPTH,PP_OCC,0.379,0.045,0.076,22.52
10740544,218665,Matthew Tkachuk,FLA,F,Time On Ice,18.25,standard,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,time_on_ice,SKATER,CGY,0,8479314,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.2,1,4,5,0.5,5,5,10,0.5,10,10,20,0.5238,21,0.3824,UNDER,0.1176,L,F,ELITE,PP1_STAR,1.095,0.429,0.524,18.33
10740546,218240,Mikael Backlund,CGY,F,Time On Ice,18,standard,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,time_on_ice,SKATER,FLA,1,8474150,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,UNSUPPORTED_PROP,0.6,3,2,5,0.6,6,4,10,0.65,13,7,20,0.6,30,0.6075,OVER,0.1075,C,F,SECONDARY,NO_PP,0.559,0.221,0.044,17.8
10740824,218665,Matthew Tkachuk,FLA,F,Shots On Goal,5.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8479314,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,16,16,0.0,16,0.0,OVER,-0.5,L,F,ELITE,PP1_STAR,1.095,0.429,0.524,18.33
10741764,218663,Sam Bennett,FLA,F,Shots On Goal,5.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477935,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0333,30,0.0033,OVER,-0.4967,C,F,SECONDARY,PP_REGULAR,0.791,0.373,0.209,18.48
10740869,218235,Blake Coleman,CGY,F,Shots On Goal,4.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8476399,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.0667,30,0.0492,OVER,-0.4508,L,F,DEPTH,NO_PP,0.464,0.286,0.0,17.02
10740879,57848,Carter Verhaeghe,FLA,F,Shots On Goal,4.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477409,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.1,2,18,20,0.0667,30,0.0917,OVER,-0.4083,C,F,SECONDARY,PP_OCC,0.742,0.303,0.136,17.42
10740894,173353,Matt Coronato,CGY,F,Shots On Goal,4.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8482679,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.15,3,17,20,0.1,30,0.1025,OVER,-0.3975,R,F,DEPTH,PP_OCC,0.478,0.224,0.149,16.58
10740903,218665,Matthew Tkachuk,FLA,F,Shots On Goal,4.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8479314,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.1,1,9,10,0.125,2,14,16,0.125,16,0.1463,OVER,-0.3537,L,F,ELITE,PP1_STAR,1.095,0.429,0.524,18.33
10740918,218240,Mikael Backlund,CGY,F,Shots On Goal,4.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8474150,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1667,30,0.0667,OVER,-0.4333,C,F,SECONDARY,NO_PP,0.559,0.221,0.044,17.8
10740927,218663,Sam Bennett,FLA,F,Shots On Goal,4.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477935,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.05,1,19,20,0.0667,30,0.0142,OVER,-0.4858,C,F,SECONDARY,PP_REGULAR,0.791,0.373,0.209,18.48
10741476,230678,Mackie Samoskevich,FLA,F,Shots On Goal,4.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8482713,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.05,1,19,20,0.1,30,0.0525,OVER,-0.4475,R,F,DEPTH,PP_OCC,0.348,0.091,0.136,14.25
10740868,218235,Blake Coleman,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8476399,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.25,5,15,20,0.2333,30,0.1308,OVER,-0.3692,L,F,DEPTH,NO_PP,0.464,0.286,0.0,17.02
10740877,57848,Carter Verhaeghe,FLA,F,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477409,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.2,2,8,10,0.2,4,16,20,0.1333,30,0.1133,OVER,-0.3867,C,F,SECONDARY,PP_OCC,0.742,0.303,0.136,17.42
10740885,230678,Mackie Samoskevich,FLA,F,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8482713,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1333,30,0.0633,OVER,-0.4367,R,F,DEPTH,PP_OCC,0.348,0.091,0.136,14.25
10740893,173353,Matt Coronato,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8482679,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.35,7,13,20,0.2333,30,0.3758,OVER,-0.1242,R,F,DEPTH,PP_OCC,0.478,0.224,0.149,16.58
10740902,218665,Matthew Tkachuk,FLA,F,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8479314,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.375,6,10,16,0.375,16,0.3938,OVER,-0.1062,L,F,ELITE,PP1_STAR,1.095,0.429,0.524,18.33
10740906,267802,Matvei Gridin,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8484860,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.2,2,8,10,0.1667,3,15,18,0.1667,18,0.1917,OVER,-0.3083,R,F,DEPTH,PP_OCC,0.417,0.167,0.125,14.2
10740917,218240,Mikael Backlund,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8474150,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.2,4,16,20,0.3,30,0.095,OVER,-0.405,C,F,SECONDARY,NO_PP,0.559,0.221,0.044,17.8
10740926,218663,Sam Bennett,FLA,F,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477935,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.2,2,8,10,0.35,7,13,20,0.3667,30,0.3192,OVER,-0.1808,C,F,SECONDARY,PP_REGULAR,0.791,0.373,0.209,18.48
10740932,218650,Yegor Sharangovich,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8481068,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.1,2,18,20,0.1667,30,0.0667,OVER,-0.4333,C,F,DEPTH,PP_OCC,0.375,0.219,0.094,16.12
10741447,57952,Anton Lundell,FLA,F,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8482113,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.1,1,9,10,0.25,5,15,20,0.2,30,0.0925,OVER,-0.4075,C,F,SECONDARY,PP_REGULAR,0.688,0.281,0.234,19.15
10746279,230116,Seth Jones,FLA,D,Shots On Goal,3.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477495,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.3,3,7,10,0.2,4,16,20,0.2,30,0.235,OVER,-0.265,D,D,SECONDARY,PP_REGULAR,0.571,0.143,0.31,23.43
10746287,305208,Victor Olofsson,CGY,F,Shots On Goal,3.5,demon,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8478109,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.0,0,5,5,0.0,0,10,10,0.0,0,20,20,0.0,30,0.0,OVER,-0.5,L,F,SHUTDOWN,NO_PP,0.167,0.0,0.0,15.17
10740859,57952,Anton Lundell,FLA,F,Shots On Goal,2.5,demon,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8482113,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.4,4,6,10,0.45,9,11,20,0.4667,30,0.4142,OVER,-0.0858,C,F,SECONDARY,PP_REGULAR,0.688,0.281,0.234,19.15
10740871,218235,Blake Coleman,CGY,F,Shots On Goal,2.5,standard,False,FLA,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,FLA,1,8476399,3.309,0.0,0.0,3.015,0.0,0.0,68,26,WEAK,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.4,2,3,5,0.5,5,5,10,0.55,11,9,20,0.4333,30,0.4608,UNDER,0.0392,L,F,DEPTH,NO_PP,0.464,0.286,0.0,17.02
10740878,57848,Carter Verhaeghe,FLA,F,Shots On Goal,2.5,standard,False,CGY,FLA,CGY,2026-03-20T21:00:00.000-04:00,137714,2026-03-20T12:33:16Z,shots_on_goal,SKATER,CGY,0,8477409,3.132,0.0,0.0,2.485,0.0,0.0,68,21,AVERAGE,,,,,,,,,,,,,,,,,,,,,,NO_DATA,0.2,1,4,5,0.5,5,5,10,0.4,8,12,20,0.3,30,0.345,UNDER,0.155,C,F,SECONDARY,PP_OCC,0.742,0.303,0.136,17.42
